Latitude,Longitude,Altitude,0
31.755398163775343,35.20096302107013,718.9346521018238,59875
31.755416454482994,35.20103600545211,716.7157363891603,54036
31.75534656878817,35.200945062316805,718.6082587112132,51340
31.755319169192585,35.20095926619667,722.3064274656018,42750
31.75532228797997,35.200875574654994,645.6604995727539,37539
31.75556771068309,35.20075681928573,718.4206177407127,33555
31.77069938480916,35.211734338265636,769.9926962594127,20916
31.772271343768768,35.21344158019939,783.0106130155922,15632
31.75539198220913,35.20089599728349,717.394882086792,14900
31.75531633968155,35.20092126140832,718.3159147914433,14628
31.77105362875051,35.21185193356312,779.9206712237599,13737
31.75544861047045,35.200990568947255,718.7858975830078,12660
31.770709275464093,35.211875251627205,770.9634043658751,12576
31.755424068435666,35.200921714878625,717.8533093729004,11212
31.770908042116513,35.21175713825943,770.9155360766601,9900
31.770779535381045,35.211774143867785,770.3985279143608,9600
31.770888737027413,35.21187737894886,772.5498924255371,9222
31.770545871206423,35.21177591487733,770.3972940841892,8232
32.081080046593485,34.770810851913836,23.35829952307609,8148
31.75539801123572,35.200990403563225,718.5191016905476,8010
31.755387511482603,35.20102952217267,718.9625443908693,8000
31.75532123327183,35.20095665711948,717.7903467519957,7263
31.755357935319147,35.200957185312326,717.9726245727541,7146
31.755324044206805,35.201008591377025,718.4883356327267,6849
31.755405642412228,35.20098622843128,718.5717515330473,6842
31.755334134731058,35.20098193672726,718.8620260496157,6739
31.77061729682575,35.21171107867895,769.8538248529175,6534
31.774174565071085,35.21519911526442,796.4505341352678,6408
31.75537252407937,35.200947494223314,717.9689012270569,6400
31.75532736776035,35.20096573993425,717.9610797020395,5930
31.755341445230574,35.20092877235764,717.536889675091,5880
31.770715259471523,35.211778525816634,773.7116662432567,5832
31.77069246744132,35.211856060644934,769.0182604742381,5718
32.80746657753769,34.997537701265095,105.94679811846564,5440
31.77068549793004,35.21152410417852,768.5380227152706,5373
31.755395483970933,35.201012324660454,718.7890478364421,5328
31.77080545098341,35.21184643872225,770.8338919565045,5286
31.755321508422327,35.20094989453714,718.5809246661377,5200
31.77023214670015,35.21163619323254,769.5701080880807,5192
31.7705960408873,35.21176737571372,769.1073145792446,5005
31.774518352652912,35.21533772688737,799.1967395771209,4990
31.755337417179422,35.200911533339436,717.3058631762697,4940
31.75544473654387,35.20090640388451,717.820867980957,4650
31.77064848810998,35.211692022110235,733.5960241058432,4296
31.77067170266284,35.21180759147056,764.2932320411087,4272
31.770684009182844,35.211739361365325,770.0409780333973,4218
31.793529261166498,35.24774338211692,816.5398474182131,4194
31.755335897108623,35.20094017450875,717.6560090105716,4190
31.755380493066212,35.200995760436605,718.5591716857911,4100
32.80763219199272,34.99749055444689,104.97685043411256,3976
31.7707001736962,35.211796934320994,716.3446901047951,3738
31.77067156303808,35.211739788940584,770.307285190615,3690
31.774295527610704,35.215065553722546,796.5877952575684,3616
31.770714407608267,35.2117924078295,773.027087802395,3528
31.77074304450005,35.211812918092924,802.0791291290782,3462
31.755416372503248,35.200936747854726,717.9794265478515,3430
32.80763089365216,34.99745568210422,105.24742613943891,3396
31.755433671201576,35.200969770545285,719.1461611395264,3368
31.757912359830467,35.50301411044118,-404.2995187839594,3366
31.770691161601754,35.21167456335874,747.6005573466863,3262
31.75536531254781,35.200944908614666,718.63771211646,3128
31.75535032449121,35.200931724269466,717.6152251606463,3100
31.77065974403913,35.211618082886154,769.2229866310687,3090
31.755430025871803,35.20102580258428,652.8560912673457,2967
31.77074053158652,35.211861010225356,757.9371717520721,2916
32.08112330703393,34.77062230289027,23.371883392333984,2906
32.80753900023253,34.99748512442009,105.80867515846252,2876
31.75535321507914,35.200938242525474,717.7752448627903,2856
31.770632818177965,35.2116307514165,723.0163751470636,2832
31.755451662858206,35.20092802585758,718.66618771757,2824
31.755337503969496,35.200946671485525,717.7512920031677,2810
31.755351515063342,35.20102865695026,718.8587863975212,2764
31.77065489225028,35.21170041693538,769.8221580212403,2760
31.770690440093784,35.21159618684742,765.3201353122363,2676
31.77066397632707,35.2117475544767,770.9158716076579,2646
31.781460311080856,35.230738424738895,757.587319161377,2618
31.755352853984604,35.201003606539224,719.1280152922362,2604
31.755345490504446,35.2009252578346,718.4115852586611,2586
31.77066858585332,35.211732186487545,772.5539414408134,2585
31.770725777513963,35.21181552048796,770.5531544001483,2514
31.770643523774403,35.211696744987954,745.5094472577807,2492
31.755451302285813,35.20093285598958,718.0898151401311,2488
31.770690826872023,35.211735515669425,753.8029578774142,2454
31.755449948358635,35.200910715741216,717.8829175750733,2430
31.77051894159832,35.21181838848383,770.7789392183438,2400
31.755330814411593,35.201040175390666,719.454282455912,2400
31.770706119123002,35.211785632963704,766.3881889383168,2388
31.75541838499177,35.20095589974892,718.2054842015863,2384
31.770512761056892,35.21179454896299,770.7912901152524,2373
31.75531353239997,35.200920316912224,717.2069162835693,2352
31.770652431783155,35.21168273240054,769.6509586427612,2345
31.755420660692202,35.20095507688032,718.8667725747375,2332
31.75534342743793,35.20093372946242,717.6067283447265,2310
31.77070490589513,35.211901332546546,790.2686624954839,2298
31.770633015515074,35.211674920531,769.5903248243582,2296
31.7706776411171,35.211791803692286,770.4564057006046,2292
31.770675839535976,35.21170593168802,769.7910655136453,2289
31.770545360920874,35.2117752851112,757.8113759133504,2275
31.755333200405868,35.20092047603855,717.3909523005998,2220
31.770699033240128,35.2117457211971,770.0470222647937,2200
